x,y
the hardest hit residence is ngangu township in chimanimani most loss of life happened here over hundred house were damaged by mud fall and rockfalls this is followed by rusitu valley community whose topography made it difficult for resident and property,1
mozambique begin day of national mourning a death toll rise,2
cyclone idai lafarge pledge cement towards rebuilding cement manufacturer lafarge cement ha pledged cement provision towards the rebuilding of identifiable project that were destroyed by the company go further to urge others to join hand,1
about million people have been hit by ruinous with devastating effect in southern africa the death toll is now at least killed in mozambique dead in zimbabwe killed in malawi this is really sad may their soul rip,2
thats true but what are you saying for those people whose structure house were destroyed by,1
thank you for such timely notice of such lack of medication for chronic disease a they were washed away by intervention needed in that relief gap,1
aerial footage from mozambique show the devastation from cyclone idai which official fear ha killed up to people and left thousand more missing,2
a the official death toll from cyclone idai rise sharply the bbcs witness the trail of destruction that ha left thousand in mozambique stranded and homeless tap to expand,2
cyclone idai death toll continues to climb in mozambique,2
everything we had ha been destroyed chrissy nyombolowa mother of living in plan international is on the ground delivering aid to the affected area,1
cyclone idai created massive damage in zimbabwe where some district were cut off a rain have swept away road home bridge and power line the cyclone previously swept across mozambique overflowing river and leaving people without access to food,1
this is putting ur expertise to good use in time like this it serf no purpose to be ranting raving at this person or that bt we must all put our skill together to help in finding our missing relative and friend,3
cyclone idai slam mozambique death toll exceeds and still rising over people are displaced over km of road damaged bridge destroyed f,2
update cholera case and death reported in sofala province until april th,2
a few day ago tanyas home wa destroyed their possession ruined by the mud rain etc friend at school gave her some of their old uniform some book amp school supply a if in defiance today she woke up amp went to school to learn fe,1
farmer in some of hardest hit area of receive maize amp bean seed from crucial for shorter second harvest to stave off crisis after destruction wrought by,1
powerful video believer in mozambique worshipping god after the cyclone destroyed their building even if you dont feel like it always worship god,1
i dont think he cut his visit short someone must have asked him how he could play golf and tour beautiful building while wa wrecking havoc back home he ha all the mean to get to any godforsaken place but ala he doe the opposite swear in friend,4
mexico eruption is trending but the cyclone that hit mozambique where there may be thousand of dead is not even being spoken about dare we call the world medium racist,2
according to death toll ha risen to missing injured marooned a at 03 19,2
devastated and on march but the extent of the damage is only now coming to light over people are feared dead and hundred of thousand displaced please donate to our appeal,2
death toll still rising ha now reached this number could still double a more information emerges over the coming day,2
this is the shocking video done by our team in almost everything is destroyed by released it emergency fund a an initial response effort for about people more resource may be needed soon,1
chipinge mutare road badly damaged by the cyclone several bus are stuck at rutengenye area after the road gave in follow zimcitizennews on instagram twitter and,1
throwback to the flood in mozambique type of calamity will happen again and african country need proper disaster management capability instead of having leader who are obsessed with bling and chartered aeroplane,4
we have seen an urban centric coverage of the damage like the cyclone target town city yet there could be more harrowing picture of destroyed crop or livestock lost do we have anyone outside city with picture update,1
drone footage show the severe damage left by cyclone idai in southern africa more than people in mozambique have been confirmed dead president filipe nyusi said and the number is expected to rise significantly,2
in mozambique everyone saw the level of damage the cyclone caused so common sense shld jst hv told him tht aint no joke stop defending wats wrng is wrng simple th bootlickng wl nt get u anywhere in zim pfungwa ngadzishande zvadzakasikirwa,1
and accommodation centre dismantled in manica province,1
fuel is transported via pipeline from mozambique it wa damaged due to the cyclone so shortage will increase,1
this cyclone destroyed everything we built for more than year daviz simango mayor of mozambique,1
both hvdc line 1420 km total capacity mw from the cahora bassa hydro plant between tsongo substation in mozambique amp apollo substation in gauteng are down due to the tropical cyclone damaged line inaccessible extent of damage unknown time to restore line unknown,1
our church ecg continue to stand with and a they confront the effect of which ha killed hundred home destroyed and displaced ten of thousand we are doing our part a church to help in response effort,1
rt mozambique cyclone mapping the destruction of idai,1
here is satellite image comparison of before amp after using the vein show the distribution of the flooding amp the area affected wa the hardest hit amp an estimate of more than resident were killed,2
mozambique death toll at after cyclone minister,2
the scale of devastation is enormous it seems that of the area is completely destroyed red cross on beira mozambiquea city bigger than atlanta miami or new orleansthat took direct hit from cyclone idai,1
rt updated trail of destruction leaf more than vulnerable http,0
beira city percent destroyed by cyclone idai hundred dead watch,2
cyclone ravage mozambique malawi and zimbabwe killing at least cyclone idai made contact with land on thursday in the country of malawi mozambique and zimbabwe leaving devastating path of destruction in,2
three country affected life lost home destroyed and livelihood lost people have been pulling together to get resource to everyone affected there is still more to be done,1
mozambique death toll rise to after cyclone minister woman wash clothes in river of water running across road that wa created after cyclone idai in chimanimani zimbabwe march reuters philimon bulawayo minute ago view sulaimani the death,2
cyclone idai caused flooding excessive wind speed and storm surge damage in the centre of mozambique malawi and zimbabwe experienced severe rainfall flooding and damage from the high wind speed,1
prisoner at mutimurefu also victim of a the wind blew off the roof of four cell at the prison,1
when left govt unceremoniously in how many serviceable helicopter did leave the afz with so where wud they miraculously get the helicopter from in order to evacuate victim of tell yur new friend at the pentagon to lift their illegal sanction on zim,4
ha devastated part of our country life have been lost many have been displaced left homeless or still missing it is in time like these that our humanity and oneness is put to the test we are with all the family and people of the affected area,0
ha affected 1 million child in report 3 200 school destroyed with 91k student affected incl those whose school are now used a accommodation site,1
zimbabwe there is massive damage from the flooding caused by cyclone idai in chimanimani district many road are completely wiped away and the only way to reach some community is by foot learn more about our response and how you can help,1
for those who doubted video of the bus stuck in saw it it stuck in mushy tar the road is broken so it gonna be stuck for while gt gt gt zimbabwean struggle with storm flood al jazeera,1
govt of mozambique say official death toll of cyclone idai stand at and is expected to increase acc to n home destroyed ppl sheltering in site across sofala save the child say many child left traumatised a they saw parent being swept away,2
this eagle eyed citizen spotted the controversial sofa in the vip tent at mnangagwas tour of the affected area another citizen pointed out that in the original photo you can see zrp officer so enough screaming fake news let agree it inappropriate,4
at least more people are feared dead in amp due to the devastating effect of that swept through the country over the weekend leaving thousand homeless amp property damaged,2
official death toll for in mozambique ha reached,2
we havent seen yet the magnitude of the damage caused by my gut tell me more than pple died and the number we hve bn receiving are fabricated delieberately downplayed this is heart breaking,1
body of victim pile up at ngangu roman catholic a they wait for burial order,2
the number of death in zimbabwe ha now gone up to say the government of zimbabwe all missing person now presumed to be dead excavation of people buried by the mud and rockslide to continue,2
the deadly cyclone flooded home and washed away building and bridge in zimbabwe eastern province bordering with mozambique and left thousand in the dark and hundred missing,3
you just forgot to mention victim of in mozambique,2
2 sitrep hitherto sunday march 00 hr fctime cde hon july moyo minister of local government public work and national housing official death toll ha risen to zimbabwean fuel mogul ha donated of fuel,2
in fc risk of flooding in the buzi amp pungoe river basin in the next hour which could lead to further destruction amp loss of life the death toll ha risen to and the president said that it could rise above more,2
here at desk for chankhanga we stand in solidarity with the million people in malawi mozambique and zimbabwe who have been impacted by the devastation of cyclone idai the death toll is estimated around with hundred more missing 1 3,2
rt city in mozambique beira ha been destroyed by cyclone idai flood related disaster,1
varakashi please tell u what is being done by your boss to assist victim of zimbabwe in chipinge amp chimanimani please dont blame sanction give u update a swift a you always do,4
the death toll from tropical induced flood ha risen to with death having been confirmed in manicaland four in masvingo and one in mashonaland east,2
fire service spokeswoman say death toll from ha risen to people hospitalized with injury including chlildren,2
greece public order minister nikos toskas resigns in wake of the wildfire that killed at least people according to latest info people with burn injury remain hospitalized,2
nasa satellite image capture devastation of greece wildfire,1
im glad my baby are safe wildfire day of mourning declared a die,2
this is the place were the body of of the dead many of them huddled together were discovered in the coastal village of,2
update report up to fatality approx injured amp others reported missing people number unknown many resident trapped in seaside village only one way to escape raging flame fled into sea deadliest wildfire italy germany poland france sent help,2
this family home ha been destroyed a wildfire continue to rage across athens read more a greece deal with it deadliest wildfire in decade,1
one more fire victim dy in hospital death toll increase to,2
fear grow for irish man missing in greek wildfire,3
still bracing for the death toll to climb but it still double digit small mercy,2
death toll from deadly attica fire rise to say fire service,2
family of wildfire victim file suit against greek authority,4
killed a greek wildfire force resident to jump in sea,2
the country is experiencing an unspeakable tragedy greek pm tsipras said announcing three day of national mourning nothing will go unanswered he said amid suspicion that arsonist set blaze that have killed at least,2
euronews who are the victim of tribute are pouring in for victim of greece wildfire which have claimed more than life and left dozen more missing,2
people queue up in hospital to donate blood after the devastating wildfire that caused injury and great number of fatality donation of service and good are also pouring in including those for pet wild animal,2
rt the far right tried to sow hatred in the wake of the greek wildfire here how they failed,4
rt death toll from in now at including one injured person who died in hospital fire service say,2
i wonder if the connection between psychological trauma and miracle or saint apparition ha been researched very unfortunate but unique opportunity show up now in the victim of,4
rt update the death toll from wildfire near athens greece ha increased to,2
what shock this is national tragedy unfolding today in ten of dead body are still being found in the area many hugging each other in their death and e,2
death toll climb to many of them child from wildfire greece prime minister alexis tsipras took political responsibility for the disaster a three day of mourning ended,2
c7greece greece wildfire at least killed near athens a resident and tourist forced to flee into the sea,2
rt family of greek wildfire victim sue authority for manslaughter,4
rt rescuer in greece are searching for people still missing in deadly wildfire,3
crikey supposed to going to there next week but it not about me dozen dead a wildfire near athens force people to flee into the sea cnn,2
greece wildfire kill over including huddled near beach outside of athens this is just awful have prayed to god for the comfort and blessing of family and friend f7,2
greece big fire near athens over people have lost their life lot of injured and lot of people still missing pray the missing people are all finefcfc,2
the govt presser re athens wildfire is joke an insulting one at that,4
eight day after the deadliest wildfire in modern history the death toll ha reached person,2
rt state of emergency declared in greece a wildfire continue to spread killing at least people,2
rt death toll increase to in deadly wildfire sweeping greece,2
people dead and many more seriously injured today is day of mourning for all of is here in greece and for the million of greek expat worldwide,2
greece is bleeding today we have dead people hundred of injured people and hundred of missing people we need help from everyone,2
wildfire the number of confirmed casualty remains at a missing person are identified among the dead meanwhile the govt declared that it take political responsibility which in greek term mean nothing at all,2
charred remains making greek fire victim identification difficult,2
thank you so much aurore for your concern this week is total disaster for greece so many people died and house are burnt and people know lost their house by the fire hope this will end,2
the loss of life in the fire is heartbreaking but the story of this mother trying to save her child while her husband wa fighting the fire ha hit me hardest,2
carr fire in california claim another victim bringing death toll to we in athens feel the pain of californian affected by these catastrophic fire,2
rt greece wildfire death toll rise to report afp,2
open missing people search database from mati and rafina area,3
death toll in rise to still hospitalised dozen unaccounted for,2
a year old woman who wa in intensive care after the wildfire in east attica ha died raising number of fatality to state run ana mpa news agency report,2
so there were wildfire near athens last night and think people died and way more are injured thats upsetting,2
dog survives deadly wildfire in outdoor oven,2
deadly forest wildfire tear through with at least dead,2
brian always put others before himself tribute paid a body of tragic groom found in wake of greece wildfire,2
several day after the wildfire killed more than people in greece thunderstorm brought more destruction to part of the same region yesterday many are asking for answer for why these disaster are so destructive ha more,2
toll from at political party seek to apportion blame,2
all the belonging they managed to save from the fire in are in the backstair of their motorbike their house is destroyed but they are alive and not among the victim of the catastrophe in,2
greek official say arson may have caused wildfire killing,2
irishman confirmed to have died in greek wildfire,2
rt search reveals more casualty of greece wildfire raising death toll to,2
rt greece wildfire death toll hit a rescue effort intensify the guardian,2
rt at least dead in athens wildfire inferno people found in land plot,2
dead at the moment injured,2
the true character of the greek far right wa visible elsewhere three member were arrested for looting the home of the fire victim while another fascist attacked group of migrant in,4
latest three day of national mourning announced a at least killed by wildfire in greece,2
greece is coming to term with the death of at least people in the worst wildfire the country ha experienced in over decade and there are fear the number of dead could rise,2
rt death toll of the wildfire in greece is now,2
stay safe greek army and citizen greece is on fire and the most affected town is athens more than people have died and lot of house have been burned down 4,2
this summer is officially over summer mean counting the trip to the beach the ice cream you had and the people you fell in love with summer is not counting the dead,4
greek fire is evolving into greek tragedy today a the fire is still going on more than people dead until now among them child our thought with all the victim and with all those who fight bravely with the flame right now,2
minister announced measure to support local authority proceed with the of illegal building in and area,4
dead a the worst ever wildfire ravage the greater athens area attica region hard time create strong men amp the golden dawn ha been helping in the fight putting out fire amp distributing necessary supply to those affected,2
devastating story are emerging from the wildfire a the death toll rise to we have an update next on amp more detail here,2
rt home gutted by monday fire rafina kineta reach,1
at least killed a wildfire sweep through resort in,2
at least people were killed due to wildfire in greece thousand have fled some aboard rickety boat and makeshift raft,2
burnt remains of massive forest fire that killed people in the village of mati only kilometer from the center of athens july mati greece,2
rt greece wildfire family left homeless a village of mati is destroyed,1
rt polish mother and son die while fleeing wildfire in athens,2
rt entire family killed just metre from the sea in greece wildfire,2
a the political debate about the responsibility for last week fatal continues radio communication between senior police amp traffic police officer depict their alarm a the blaze raged out of control,4
in kill in deadliest blaze in decade death toll expected to rise a rescue crew search on land and sea for those who didnt manage to escape the flame,2
hundred of people gathered on square in tonight to commemorate the victim of the devastating in the east coast of that killed people and injured dozen week ago,2
an irish man on his honeymoon in greece ha died in the athens wildfire more on this story here,2
death from the wildfire in greece officially and they are said to be even more,2
greece wildfire car melt a village wiped off the map,1
rt aerial photo that show the devastation of the wildfire in greece,1
minister for citizen protection toskas resigns over dead in athens wildfire,2
the toll from that raged through seaside resort near the capital ha increased to at least,2
rt greek fire brigade say the number of people who have been killed in wildfire near athens ha risen to,2
simple and brutally true tr see how easily in the face of despair and danger you put your child in boat,4
turn out more and more missing people were killed by the firethis is so heartbreaking,3
powerful headline from sddeutsche zeitung which speaks to resident who say that although the wildfire of are alive and well in our collective memory greece didnt learn from them after the flame come the anger,4
greece wildfire dozen dead a inferno rage near athens cnn,2
newlywed zoe who wa injured in greek wildfire face up to two month in hospital,2
frantic search for missing begin after devastating greek wildfire,3
score dead in greece a wildfire engulf attica region,2
greece wildfire dead in holiday area bbc news via,2
retweeted at least people are estimated to have died in the wildfire raging near athens greece,2
funeral for the victim of greece lethal wildfire began with the burial of an elderly priest who drowned a he sought safety from the flame in the sea off the coastal community of mati,2
dying scream of greek fire victim who died in greek inferno,2
death is everywhere here describes the fatal wildfire in the attica region of that have killed at least people so far warning graphic content you can listen to her full description here,2
house have been completely destroyed and further are badly damaged by the devastating that ripped through coastal town east of killing at least people,1
also discussed the wildfire in with from sky news the death toll from number of fire across greece ha risen to,2
devastating wildfire in greece kill while dozen stranded on the beach watched their home burn,2
chief express deep condolence after wildfire killed over people and injured others in,2
the worst wildfire to hit greece in more than decade kill at least people and force some resident to flee into the sea follow live update,2
the political glove have come off in greece amid deepening row over the government response to the worst wildfire in recent history more than people died after blaze gripped the attica region last week,2
rt death toll from exceeds,2
drone footage show wildfire devastation from the sky a at least people are killed and more than injured in greece,2
blood is on hand of german again brussels ec imf and ecb a greece wildfire death toll hit they imposed reduction of civil protection budget personnel equipment airplane etc in order to get back faster their loan,2
rt greece wildfire search continues after at least killed bbc news,2
with all due respect sir wildfire on rd and th of july in greece killed over people so sending fire fighting plane on th seems at least hypocritical thank you so much for your help again,2
day after wildfire here in mati killed at least people work is under way to replace damaged electricity line,1
the around athens are the deadliest to hit in more than decade whole coastal area have been devastated and the death toll could rise a rescuer search charred remains of home and car via,2
dimitris year old one more child missing in athens fire confirmed dead one more child missing in the athens wildfire ha been confirmed dead on saturday year old dimitris alexpoulos with every dna match the tiny spa,2
house were destroyed and damaged in people who have seen their home burnt will need long term support to recover from the disaster,1
rt greek fire brigade say death toll in wildfire rise to,2
rt greece more than die in worst wildfire in decade,2
assistance pours in to help victim from which have killed at least people,2
member appeared among the flame just long enough to provide backdrop for their mp televised interview golden dawn member were arrested for looting the home of the victim,4
rt in mourning greece hunt for more victim a wildfire kill at least send survivor into the sea,2
more opposition leader mitsotakis call government handling of attica fire cynical and incompetent,4
guess what greece just found out what he meant about the price of the euro after year of useless reform and and destruction of greek economy etc is there something like an attorney in the eu thing to ask what and troika knew,4
here in c7 his neo communist disciple like have opened the border to destroyed the economy and last week they let wild fire to burn alive little child without any evacuation plan communism is not vote corbyn,4
rt mayor of rafina say death toll from wildfire near capital athens ha topped,2
minister vow to demolish illegal building in fire stricken greece,4
twin go missing in rescue attempt read my latest,3
please rt there are many people still missing and information is lifesaving,3
greece wildfire search intensifies for missing a death toll climb,2
rt nobody talk about what happened in greece around people died killed by fire,2
ana web tv report in fire stricken eastern look at why death toll from wa so high,2
body with burn recovered near islet of fleves between glyfada aegina in south athens highly possibly victim of death toll would be people,2
rt authority say there are serious indication wildfire in which ha killed more than people wa arson,2
rt at least people killed in the worst wildfire to hit greece since,2
we could talk first but you had to send the freaking dragon d,4
rt wildfire in greece the country worst since dead injured evacuated,2
rt death toll from rise to search for missing continues,2
greek orthodox bishop claim wildfire are god punishment for greece voting for an atheist prime minister scumbag,4
you sir are an utter scumbag that deserves to be lynched by the people you left to burn how dare you blame this on the resident that are left with nothing but the burnt ash of home and loved one kammenos na kaei,4
probably what greece shouldve done against selling off it strategic for tourism to germany with eu subsidy not only fire sale but also lever to manipulate competition to the benefit of damage tourism,4
wildfire that killed people wa started by arson,2
two day after the fire there dead people so far lost soul kid baby family adult all of them are gone forever injured people everywhere please whoever is in athens get them some help they need it more than anyone right now a,2
the flame were chasing u all the way to the water video capture vicious wildfire that have killed dozen on greece coastline and forced others to flee into the sea to escape the blaze,2
dad desperate hunt for twin missing after raging wildfire,3
photo taken in only couple of hour ago after the wildfire now came the flood the area shown in the photo is the yard of an athens hospital and the swimmer are hospital personnel or visitor believe me it difficult for me to post such thing,1
if the death toll climb higher then this will be the deadliest forest fire in european history,2
greek prime minister alexis tsipras blamed building code violation for many of the killed in wildfire near athens,2
greece and california wildfire record heat in japan is there connection greece and california wildfire record heat in japan is there connection it all part of summer but it all being made worse by human caused clim,4
greece wildfire death toll reach a village grief,2
kathimerini report that the pendeli fire that razed mati wa caused by the criminally stupid e an idiot burning crap in the backyard which in any case is forbidden from may through october,4
not funny 74 death until now from wildfire in athens,2
the death toll ha rise to with many of the dead believed to be young child unspeakable tragedy photo,2
emergency crew in greece found body huddled together on cliff they were trapped trying to escape deadly wildfire,2
this is database of those still missing after the wildfire it includes year old twin vasiliki and sofia filippopoulou,3
greece count the cost of it deadliest wildfire in living memory a emergency crew searched incinerated home and vehicle for the missing after at least people were confirmed to have died,2
it reminds me of war zone the sky wa grey and full of flame more than people died a greece wildfire crisscrossed through area outside of athens,2
we captured imagery of the devastating near rafina infrared image show burned area in gray black and healthy vegetation in red,1
wildfire have killed at least people in greece in sweden firefighter are tackling the biggest forest blaze in the country history what cause wildfire and are they becoming more common,2
photo show victim of greece wildfire desperately stranded on the beach a flame engulf their hom,2
rt death toll from rise to following death of burn patient in hospital,2
sunset over the saronic gulf with smoke from the forest fire in the island of evia,4
lady and gentleman thiscreature want to be called human when people die and others are injured he make it all politician that every time we need help from eu to make it through well if you are being so kind to u we wish you the worst with your wildfire swedish fuck,2
so this guy is the former pm of sweden last week sweden ha issued call for emergency assistance via the mechanism after dozen of large scale wildfire broke out and then this happened opinion are like asshole everybody ha one,4
rt greece in mourning a horrifying wildfire kill at least,2
wildfire kill burn thousand of home in greece the santiago time,2
rt death toll in rise to after one more victim dy in hospital,2
dog that survived greek wildfire inside an oven brings hope to victim,4
wildfire kill at least near athens family embrace a flame close in,2
the death toll is now at for wildfire in the fireman denounce how of the anti fire truck are out of use because of lack of fund this is how the mother of europe ha been reduced by eu austerity country that cant even pay for basic rescue service,2
flash flooding hit athens after greek wildfire claimed life,2
human being entire family tragically die in and this is one of many such reaction from their northern neighbor in the ignorance breed ignorance and these pseudomacedonians have it in spade disgusting creature,2
dead amp injured so far,2
a tragic day for more than innocent people lost their life and hundred more wounded from the fire that destroyed east attika sorrow beyond measure lot of scenario of espionage and sabotage ops mountain that wa wanted for mine ops also,2
bbc news greek fire resident worsened disaster by illegal building satellite map of the area revealed the scale of the fire damage showing that more than half the acre affected were residential area,1
more than life lost a wildfire rage in red cross team are providing first aid and relief a the crisis continues to unfold read more at by nick paleologos sooc,2
editorial on greece long term health crisis full study from the global burden of disease greece collaborator group including many worrying finding can be found here both manuscript are open access,4
athens greece wa hit by flash flood after sudden downpour day after wildfire killed people in village just outside the city,2
the greek church in an attempt to turn all population atheist,4
greece wildfire body of people killed by inferno identified,2
a national tragedy in more than people are dead of whom were found embraced in field in their attempt to escape injured 11 in critical condition pic by,2
rt public anger grows in greece over wildfire death toll at and counting,2
a close friend of mine in just told me childhood friend of hers his wife child amp mother all died in last night wildfire seriously this is how tragic this situation is,2
rt just in greece fire death toll rise to,2
burial of greece wildfire victim begin,2
first lawsuit by relative of victim in deadly neighbour informed her her husband called the fire service and there wa no answer after long while they were told do what you think best,4
rt greece wildfire at least dead a resident urged to flee home,2
series of wildfire in approximately dead including tourist so far in total killed in firefighting reinforcement being sent in from across greece international assistance offered,2
people killed at the moment,2
the demolition of fence in halkidiki freed up resident access to the sea according to local authority but the move wa widely criticized a too little too late,1
rt biblical disaster death toll rising in near,2
woman who lost baby in greek wildfire dy,2
fire victim relative sue greek official for negligent manslaughter,4
the new normal isnt an attention seeking catchphrase it reality in about year killed in in north bay fire and now another in welcome to the era of firestorm bbc news greece at least dead,2
rt unfortunately since this morning the total number of the dead people ha risen to tragedy,2
this wa our little paradise the wildfire in greece have unfortunately burnt down our summer house in athens people found dead in the flame and people are heavily injured i,2
deeply disappointing that you havent even addressed the crisis in greece let alone offer help or condolence am embarrassed just hope that the people of greece know that a whole our government quite clearly do not speak for u we do care 4,4
greece wildfiresa biblical disaster at least killed near athens a tourist forced to flee into sea,2
rt wildfire in greece have consumed entire town at least people are dead and the death toll is expected to rise,2
rt greece wildfire death toll rise to after biblical disaster a rescuer search charred homesk,2
death toll in greek wildfire increase to,2
rt athens is either under wildfire or under storm hate this summer,4
amidst sweltering heatwave with water use to be rationed the uk government adopts law to allow fracking requires pumping million of litre of water into well those whom the god want to destroy,4
pm tsipras accept political responsibility for the tragedy in mati he call on minister to do the same and thats all no resignation for at least dead people,2
good and fair analysis of the fire in athens meet lot of white artist from northern europe and america who like to romanticise the lack of rule and regulation here now people have died thanks to this lack of rule and regulatons,2
kathimerini newspaper post civil protection depts list of fire fatality includes victim from belgium poland and ireland,2
another satellite view noaa nasa suominpp using fire power heat energy estimate of the near captured a they erupted on 23 the death toll continues to rise from the wildfire fueled by powerful wind,2
irish man confirmed dead in greek wildfire,2
according to the fire department the death toll in the wildfire near athens ha reached,2
how is helping out in natural disaster sorting greece out did he complain about swede asking for help with wildfire,4
athens wildfire death toll rise to after year old dy in hospital,2
the news about the fire are bad thousand home burned and almost confirmed death already,2
greek fire brigade put official toll of east attica wildfire at death only remain unidentified,2
death toll in rise to after year old man dy in hospital on friday officially dead coroner said earlier fr they have examined body,2
the true scale of the greek wildfire ha now been established with entire town decimated by the inferno,1
entire village on either side of athens have been razed by fast moving wildfire which have killed at least people in the last day emergency crew found the body of people including child huddled together on cliff they were trying to escape the flame,2
authority say greek wildfire that killed people may have been caused by arson,2
tragic news from where least people have died in the obnoxious wildfire occurred in the attica region seaside village mati thought and prayer,2
un diplomatic amp incensitive while is in mourning after the devastating that have left at least people dead the embassy play european micro politics with their reply to tweet that wa not even meant for them,2
the appalling way in which the greek govt handled the aftermath of the deadly wildfire mean it now searching for way to undo the political damage probably too late,4
the guardian how the spread visual guide more than people have been killed after worst wildfire in decade hit the small resort of mile east of,2
greek wildfire death toll exceeds local mayor,2
rt ten burn victim from still in icu remain in hospital,2
rt greek pm tsipras visit wildfire disaster zone amid criticism a death toll rise,2
this is sad day for with more than people dead in fire and many more injured,2
a the death toll from the devastating climbed to the government is showing who will be held responsible for the apparent mistake made during the handling of the firefighting effort,2
rt greece wildfire authority blamed for high death toll the guardian,2
wildfire kill in greece including family with kid,2
one more fire victim dy in hospital death toll increase to death toll in athens wildfire rose to on monday after one more fire victim died in hospital in athens the latest victim is year old man in kat hospital,2
finger pointing after being heckled in by survivor is another disgraceful episode in his controversial tenure note that mp approve big spending on military weapon doesnt need alongside deep cut to emergency service priority,4
day greek national mourning where at least people have been killed and have been injured in athens inferno,2
near the spot where rescue worker found corps many of them child burned alive by wildfire in mati greece,2
irish man confirmed dead in greek wildfire,2
family of couple who lost their life in greek wildfire sue authority,2
bbc news greece wildfire dozen dead in attica region,2
wildfire flood and ice cream tuesday best photo,4
the mayor of rafina where one of the fire struck say he expects the death toll to top in after the deadliest wildfire in europe modern history our wrap,2
update greek wildfire kill a resident flee resort near athens including people who were found tightly huddled in field near beach who tried to find an escape route but didnt make it in time,2
greece wildfire pm tsipras visit disaster zone amid criticism a death toll rise,2
rt greece wildfire leave dozen dead and missing,2
from the bottom of my heart completely heartbroken are devastating with death and injured to god so heartbroken and watching news all afternoon made me cry and become more sensitive this is truly heartbreaking and feel like ive lost favorite things4,2
cnn international wildfire near have killed more than,2
breaking greek official say wildfire death toll ha exceeded people a state of emergency is declared near athens follow the event live here,2
greece say it suspect arson is behind devastating forest fire which ha killed at least people,2
more than death now feared in the wildfire is the going to direct the it offered to pay per migrant in italy to the victim and their family in greece instead or doe that not suit the eu interest of increasing gdp output in the eurozone,2
gas canister blamed for deadly greek wildfire fake news,2
rt wildfire have killed at least people in greece are they becoming more deadly,2
rt greece wildfire death toll rise,2
wildfire kill dozen in greece regional greek authority have declared an emergency in,2
amp meanwhile in killed injured by wildfire in authority ask eu for help via,2
plse people lost their life and got injured,2
body found huddled and hugging in deadly greece wildfire at least people dead,2
to demolish illegal building after wildfire bbc news,1
everything happened in an hour more or le thick forest strong wind small road not proper plan for escaping in situation like these panic and shock the heat from the fire wa so much that they found melted aluminum and glass in some area,1
a terrible day for at least people killed in the country deadliest resident recounted horror scene they likened to the destruction of pompeii by tireless colleague alkis konstantinidis amp costa baltas,2
greece prime minister alexis tsipras declared he ha assumed political responsibility for the devastating wildfire which have left at least people dead and criminal investigation ha been launched,2
mother of wildfire youngest victim dy of her injury bringing official toll to,2
greek emergency crew recovered the body of five more person on wednesday while an elderly man died in hospital bringing to the death toll from the wildfire near athens authority announced,2
rt in picture greece deadly wildfire,2
fire official in greece raised the death toll from wildfire that raged through coastal area east of athens to,2
world news brief home damaged in greek wildfire death toll rise,1
the new york time fast moving wildfire have killed at least people in greece engulfed entire,2
at least people killed in greece wildfire in the attica region around athens local official say,2
pm alexis faced mounting criticism after taking full political responsibility for the that killed at least people in east of,4
leave greece alone you scumbags you complicit government bailed out the bank but not the people dead in greece in portugal left with scarce fire fighting aircraft no coordination after year of reform,2
the dead are now still many more are missing,2
greek forest fire death toll climb to,2
rt greece government unveiled financial aid for people affected by devastating wildfire that left dead,2
more than people dead in after outside this is not natural catastrophe or accident this is the result of austerity on fireman nature exploitation by state and capital the prioritization of financial debt against human by all greek govts,2
greece wildfire search for missing family member after dead,3
the nyt greece wildfire article doesnt mention time to stop treating it a sidebar to the disaster it is the disaster,4
athens wildfire body of family found huddled hugging a death toll climb,2
at least people have died in greece trying to escape multiple fast moving forest fire outside athens the number is expected to rise it is already greece deadliest wildfire since people died in on the coast volunteer are helping people evacuate by boat,2
greece pompeii at least dead a wildfire rage,2
wildires final toll because of the fire is official list with the name of the victim wa releaced only today day after the incident,2
rt latest on official say death toll ha risen to,2
greece pm alexis tsipras called for three day of national for victim which currently stood at at least and hundred more were injured,2
death toll from greece wildfire reach survivor speak of great panic during inferno,2
climate change it here it catastrophic this month alone dead in greece wildfire arctic circle ablaze japan heatwave flooding and landslide kill hundred record temperature in algeria morocco oman drought squeeze u lemon,2
attention immigrant and refugee living in athens let unite to help the honorable people of greece more than people were killed and many others were wounded in horrendous fire in region surrounding athens the greek government ha declared this an emergency,2
wildfire dead in holiday area news,2
believe me nobody care about demi lovato spoiled stupid rich girl in my country greece people some of them kid lost their life yesterday pray for them not for levato,2
update killed in deadliest wildfire to hit greece in decade,2
greek wildfire dry winter and strong wind led to tinderbox condition expert call for better forest management and focus on prevention after blaze that killed more than people the guardian,2
rt death toll from in reach,2
rt news daily greece wildfire death and korea rocket dismantling,2
greece on fire at least dead a devastating blaze rip through greek capital wildfire have been targeting greece capital athens and it surrounding city leaving at least people dead and forcing hundred,2
the forest fire crisis management manual it only page long,4
the heaviest moment greek pm assumes responsibility for deadly wildfire,2
one word tragedy people lost their life are injured and almost people are missing three day mourning period wa announced so much pain and grief solidarity is needed right now please help in any way possible,2
the death toll from the devastating forest fire in greece ha now risen to according to fire department official,2
rt devastating fire in greece with at least fatality is the deadliest fire in europe since,2
it is time to change and correct urban planning crime lasting decade,4
